"disabledOnThisBranch","_id","barcode","code","zone","aisle","shelf","name","scientificName","itemId","collection","unit","category","categoryId","brand","inventory","inventoryId","quantity","quantities","packagingQuantity","expires","packaging","quantityInPackaging","quantityByDefaultPackaging","singleBadgeNumber","itemCostPrice","itemCostPriceCurrency","costPrice","costPriceIqd","costPriceUsd","sellingPriceMultiple","sellingPrice","defaultCurrency","defaultCurrencyMultiple","exRate","parentItem","parentItemId","totalCostPrice","totalCostPriceIqd","totalCostPriceUsd","costPriceCurrency","itemExpenseCost","trader","traderName","attributes","supplier","inventoryReminderQuantity","volume","weight","potentialSalesValue","display","packing","currentRent","key","rowIndex","expiryDate"
"no","6a44fbee7bd19ff6267da0e0","673","","","","","Catridge tiger 737","","","","","PRINTER","6a44fbed7bd19ff6267d9fc5","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","5","$","5","0","5","7","10","$","$","","","","","0","20","$","","","","","","10","0","0","40","true","","0","6a44fbee7bd19ff6267da0e0-59","59",""
"no","6a44fbf27bd19ff6267da6aa","911","","","","","Chromecast G2","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","6.5","$","6.5","0","6.5","10","14","$","$","","","","","0","13","$","","","","","","10","0","0","28","true","","0","6a44fbf27bd19ff6267da6aa-60","60",""
"no","6a44fbf67bd19ff6267dad61","1213","","","","","Cleaner 360-630","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","5","","5","no","5 دانە","1","5","true","1.7","$","1.7","0","1.7","3","5","$","$","","","","","0","8.5","$","","","","","","10","0","0","25","true","","0","6a44fbf67bd19ff6267dad61-61","61",""
"no","6a44fbe87bd19ff6267d99ae","368","","","","","Control wireless 6in1","","","","","Controller","6a44fbe87bd19ff6267d998d","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","4","$","4","0","4","6","8","$","$","","","","","0","4","$","","","","","","10","0","0","8","true","","0","6a44fbe87bd19ff6267d99ae-62","62",""
"no","6a44fbf37bd19ff6267da8c6","989","","","","","Cooler Master MasterGel Pro V2 Thermal Paste","","","","","Thermal Paste","6a44fbe67bd19ff6267d9725","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","4","$","4","0","4","8","10","$","$","","","","","0","16","$","","","","","","10","0","0","40","true","","0","6a44fbf37bd19ff6267da8c6-63","63",""
"no","6a44fbe67bd19ff6267d966a","237","","","","","Cooler master t400","","","","","COOLER","6a44fbe67bd19ff6267d9667","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","7","$","7","0","7","10","14","$","$","","","","","0","7","$","","","","","","10","0","0","14","true","","0","6a44fbe67bd19ff6267d966a-64","64",""
"no","6a44fbe67bd19ff6267d9736","242","","","","","Corona frgb 5in1","","","","","Fan","6a44fbe67bd19ff6267d9733","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","26","$","26","0","26","35","40","$","$","","","","","0","78","$","","","","","","10","0","0","120","true","","0","6a44fbe67bd19ff6267d9736-65","65",""
"no","6a44fbe87bd19ff6267d9964","348","","","","","Corsair Pro SL 8gb 3600mhz RGB","","","","","RAM","6a44d0877bd19ff6267d698c","","سەرەکی","6a44cc677bd19ff6267d63f4","6","","6","no","6 دانە","1","6","true","70","$","70","0","70","90","100","$","$","","","","","0","420","$","","","","","","10","0","0","600","true","","0","6a44fbe87bd19ff6267d9964-66","66",""
"no","6a44fbe87bd19ff6267d98f8","293","","","","","Corsair Vengeance 8gb 3200mhz white","","","","","RAM","6a44d0877bd19ff6267d698c","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","60","$","60","0","60","75","85","$","$","","","","","0","60","$","","","","","","10","0","0","85","true","","0","6a44fbe87bd19ff6267d98f8-67","67",""
"no","6a44fbf47bd19ff6267daa71","1050","","","","","Crown CMLS-K332 Laptop Cooling Pad","","","","","Laptop Cooling Pad","6a44fbed7bd19ff6267d9fe1","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","11","$","11","0","11","17","20","$","$","","","","","0","44","$","","","","","","10","0","0","80","true","","0","6a44fbf47bd19ff6267daa71-68","68",""
"no","6a44fbeb7bd19ff6267d9ce4","485","","","","","Crown cmbs-161 bt","","","","","Speaker","6a44fbea7bd19ff6267d9bb7","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","25.5","$","25.5","0","25.5","30","35","$","$","","","","","0","25.5","$","","","","","","10","0","0","35","true","","0","6a44fbeb7bd19ff6267d9ce4-69","69",""
"no","6a44fbe87bd19ff6267d99a8","367","","","","","Crown cmg-702","","","","","Controller","6a44fbe87bd19ff6267d998d","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","3.5","$","3.5","0","3.5","5","7","$","$","","","","","0","7","$","","","","","","10","0","0","14","true","","0","6a44fbe87bd19ff6267d99a8-70","70",""
"no","6a44fbed7bd19ff6267da098","657","","","","","Crown cmls-101","","","","","Laptop Cooling Pad","6a44fbed7bd19ff6267d9fe1","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","19.5","$","19.5","0","19.5","25","30","$","$","","","","","0","39","$","","","","","","10","0","0","60","true","","0","6a44fbed7bd19ff6267da098-71","71",""
"no","6a44fbe37bd19ff6267d9244","69","","","","","Crown cmm-64","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","2","$","2","0","2","2.5","3","$","$","","","","","0","2","$","","","","","","10","0","0","3","true","","0","6a44fbe37bd19ff6267d9244-72","72",""
"no","6a44fbee7bd19ff6267da0d4","678","","","","","Crucial 16gb 3200mhz","","","","","Laptop Ram","6a44fbe67bd19ff6267d9683","","سەرەکی","6a44cc677bd19ff6267d63f4","19","","19","no","19 دانە","1","19","true","20.5","$","20.5","0","20.5","75","85","$","$","","","","","0","389.5","$","","","","","","10","0","0","1615","true","","0","6a44fbee7bd19ff6267da0d4-73","73",""
"no","6a44fbed7bd19ff6267da038","677","","","","","Crucial 8gb 3200mhz","","","","","Laptop Ram","6a44fbe67bd19ff6267d9683","","سەرەکی","6a44cc677bd19ff6267d63f4","19","","19","no","19 دانە","1","19","true","12","$","12","0","12","38","45","$","$","","","","","0","228","$","","","","","","10","0","0","855","true","","0","6a44fbed7bd19ff6267da038-74","74",""
"no","6a44fbf17bd19ff6267da524","860","","","","","DP to DP 1.5m","","","","","Cable","6a44fbe77bd19ff6267d9791","","سەرەکی","6a44cc677bd19ff6267d63f4","12","","12","no","12 دانە","1","12","true","2.7","$","2.7000000000000006","0","2.7000000000000006","5","7","$","$","","","","","0","32.400000000000006","$","","","","","","10","0","0","84","true","","0","6a44fbf17bd19ff6267da524-75","75",""
"no","6a44fbe77bd19ff6267d97e4","356","","","","","Dark flash talon","","","","","Fan","6a44fbe67bd19ff6267d9733","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","4","$","4","0","4","6","8","$","$","","","","","0","4","$","","","","","","10","0","0","8","true","","0","6a44fbe77bd19ff6267d97e4-76","76",""
"no","6a44fbf37bd19ff6267da7be","938","","","","","DeepCool LE520 240mm","","","","","COOLER","6a44fbe67bd19ff6267d9667","","سەرەکی","6a44cc677bd19ff6267d63f4","9","","9","no","9 دانە","1","9","true","33","$","33","0","33","55","65","$","$","","","","","0","297","$","","","","","","10","0","0","585","true","","0","6a44fbf37bd19ff6267da7be-77","77",""
"no","6a44fbf27bd19ff6267da722","924","","","","","DeepCool LE720 Black","","","","","COOLER","6a44fbe67bd19ff6267d9667","","سەرەکی","6a44cc677bd19ff6267d63f4","33","","33","no","33 دانە","1","33","true","42","$","42","0","42","65","80","$","$","","","","","0","1386","$","","","","","","10","0","0","2640","true","","0","6a44fbf27bd19ff6267da722-78","78",""
"no","6a44fbe77bd19ff6267d9750","256","","","","","Deepcool Ice mini fs v2","","","","","COOLER","6a44fbe67bd19ff6267d9667","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","8.5","$","8.5","0","8.5","12","17","$","$","","","","","0","8.5","$","","","","","","10","0","0","17","true","","0","6a44fbe77bd19ff6267d9750-79","79",""
"no","6a44fbe87bd19ff6267d9976","339","","","","","Deepcool ag400 RGB","","","","","COOLER","6a44fbe67bd19ff6267d9667","","سەرەکی","6a44cc677bd19ff6267d63f4","84","","84","no","84 دانە","1","84","true","12","$","12","0","12","18","25","$","$","","","","","0","1008","$","","","","","","10","0","0","2100","true","","0","6a44fbe87bd19ff6267d9976-80","80",""
"no","6a44fbf37bd19ff6267da7d0","964","","","","","Deepcool ag400 used","","","","","COOLER","6a44fbe67bd19ff6267d9667","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","5","$","5","0","5","10","15","$","$","","","","","0","5","$","","","","","","10","0","0","15","true","","0","6a44fbf37bd19ff6267da7d0-81","81",""
"no","6a44fbf17bd19ff6267da566","823","","","","","Dell KM217 Wireless Kit","","","","","Bundle 2","6a44fbe67bd19ff6267d964b","","سەرەکی","6a44cc677bd19ff6267d63f4","10","","10","no","10 دانە","1","10","true","5.5","$","5.5","0","5.5","8","10","$","$","","","","","0","55","$","","","","","","10","0","0","100","true","","0","6a44fbf17bd19ff6267da566-82","82",""
"no","6a44fbe67bd19ff6267d9606","220","","","","","Docktek 5in1","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","3","$","3","0","3","10","14","$","$","","","","","0","3","$","","","","","","10","0","0","14","true","","0","6a44fbe67bd19ff6267d9606-83","83",""
"no","6a44fbe97bd19ff6267d9a70","390","","","","","Dp to hdmi 1.8m","","","","","Cable","6a44fbe77bd19ff6267d9791","","سەرەکی","6a44cc677bd19ff6267d63f4","6","","6","no","6 دانە","1","6","true","3.5","$","3.5","0","3.5","6.5","7","$","$","","","","","0","21","$","","","","","","10","0","0","42","true","","0","6a44fbe97bd19ff6267d9a70-84","84",""
"no","6a44fbe87bd19ff6267d99c6","397","","","","","Earldom otg usb to type c","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","1","$","1","0","1","2","3","$","$","","","","","0","1","$","","","","","","10","0","0","3","true","","0","6a44fbe87bd19ff6267d99c6-85","85",""
"no","6a44fbed7bd19ff6267da032","651","","","","","Epic games account","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","9.5","$","9.5","0","9.5","14","17","$","$","","","","","0","38","$","","","","","","10","0","0","68","true","","0","6a44fbed7bd19ff6267da032-86","86",""
"no","6a44fbed7bd19ff6267d9f42","606","","","","","Er-roman bt","","","","","EARPHONE","6a44fbe67bd19ff6267d9705","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","13","$","13","0","13","17","20","$","$","","","","","0","39","$","","","","","","10","0","0","60","true","","0","6a44fbed7bd19ff6267d9f42-87","87",""
"no","6a44fbe67bd19ff6267d95f8","218","","","","","Ethernet for tv sticks","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","3","$","3","0","3","7","10","$","$","","","","","0","3","$","","","","","","10","0","0","10","true","","0","6a44fbe67bd19ff6267d95f8-88","88",""
"no","6a44fbe77bd19ff6267d9862","354","","","","","External PCIE pce164p-n08","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","3","$","3","0","3","10","17","$","$","","","","","0","6","$","","","","","","10","0","0","34","true","","0","6a44fbe77bd19ff6267d9862-89","89",""
"no","6a44fbe57bd19ff6267d94f4","141","","","","","Extra bass","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","9","","9","no","9 دانە","1","9","true","2","$","2","0","2","3","5","$","$","","","","","0","18","$","","","","","","10","0","0","45","true","","0","6a44fbe57bd19ff6267d94f4-90","90",""
"no","6a44fbe87bd19ff6267d9910","326","","","","","Fan controller RGB","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","3.5","$","3.5","0","3.5","7","10","$","$","","","","","0","14","$","","","","","","10","0","0","40","true","","0","6a44fbe87bd19ff6267d9910-91","91",""
"no","6a44fbed7bd19ff6267da06e","663","","","","","Fan cooler pad","","","","","Laptop Cooling Pad","6a44fbed7bd19ff6267d9fe1","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","4","$","4","0","4","7","10","$","$","","","","","0","16","$","","","","","","10","0","0","40","true","","0","6a44fbed7bd19ff6267da06e-92","92",""
"no","6a44fbe87bd19ff6267d990a","347","","","","","Fantech fb-301","","","","","Fan","6a44fbe67bd19ff6267d9733","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","18","$","18","0","18","25","30","$","$","","","","","0","54","$","","","","","","10","0","0","90","true","","0","6a44fbe87bd19ff6267d990a-93","93",""
"no","6a44fbe47bd19ff6267d940c","149","","","","","Fantech hg21","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","20","$","20","0","20","25","30","$","$","","","","","0","20","$","","","","","","10","0","0","30","true","","0","6a44fbe47bd19ff6267d940c-94","94",""
"no","6a44fbe57bd19ff6267d95a4","125","","","","","Fantech wh01 silver","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","24.5","$","24.5","0","24.5","30","35","$","$","","","","","0","24.5","$","","","","","","10","0","0","35","true","","0","6a44fbe57bd19ff6267d95a4-95","95",""
"no","6a44fbec7bd19ff6267d9e0a","535","","","","","Fifine k053","","","","","MIC","6a44fbe67bd19ff6267d9643","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","15","$","15","0","15","17","20","$","$","","","","","0","15","$","","","","","","10","0","0","20","true","","0","6a44fbec7bd19ff6267d9e0a-96","96",""
"no","6a44fbec7bd19ff6267d9f18","539","","","","","Fifine k668","","","","","MIC","6a44fbe67bd19ff6267d9643","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","16","$","16","0","16","20","25","$","$","","","","","0","32","$","","","","","","10","0","0","50","true","","0","6a44fbec7bd19ff6267d9f18-97","97",""
"no","6a44fbea7bd19ff6267d9bec","496","","","","","Finix fmp-3025 rgb 20x30","","","","","PAD","6a44fbea7bd19ff6267d9bd1","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","6","$","6","0","6","8","10","$","$","","","","","0","18","$","","","","","","10","0","0","30","true","","0","6a44fbea7bd19ff6267d9bec-98","98",""
"no","6a44fbea7bd19ff6267d9b92","453","","","","","Finix gaming gc-2104","","","","","CHAIR","6a44fbea7bd19ff6267d9b89","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","63","$","63","0","63","80","85","$","$","","","","","0","63","$","","","","","","10","0","0","85","true","","0","6a44fbea7bd19ff6267d9b92-99","99",""
"no","6a44fbe67bd19ff6267d965c","234","","","","","Flash usb 2.0 256gb","","","","","FLASH USB","6a44fbe67bd19ff6267d9659","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","3","$","3","0","3","10","17","$","$","","","","","0","3","$","","","","","","10","0","0","17","true","","0","6a44fbe67bd19ff6267d965c-100","100",""
"no","6a44fbe47bd19ff6267d9432","177","","","","","Flexible","","","","","KEYBOARD","6a44fbe47bd19ff6267d9423","","سەرەکی","6a44cc677bd19ff6267d63f4","7","","7","no","7 دانە","1","7","true","3","$","3","0","3","5","7","$","$","","","","","0","21","$","","","","","","10","0","0","49","true","","0","6a44fbe47bd19ff6267d9432-101","101",""
"no","6a44fbeb7bd19ff6267d9cc6","438","","","","","Flydigi q1","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","17","$","17","0","17","20","24","$","$","","","","","0","34","$","","","","","","10","0","0","48","true","","0","6a44fbeb7bd19ff6267d9cc6-102","102",""
"no","6a44fbe67bd19ff6267d95d6","212","","","","","Fondi Mega power 11400mAh","","","","","Power Bank","6a44fbe67bd19ff6267d95d3","","سەرەکی","6a44cc677bd19ff6267d63f4","15","","15","no","15 دانە","1","15","true","13","$","13","0","13","15","20","$","$","","","","","0","195","$","","","","","","10","0","0","300","true","","0","6a44fbe67bd19ff6267d95d6-103","103",""
"no","6a44fbf07bd19ff6267da368","530","","","","","Fude 1600 wireless","","","","","Bundle 2","6a44fbe67bd19ff6267d964b","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","7.5","$","7.5","0","7.5","10","14","$","$","","","","","0","22.5","$","","","","","","10","0","0","42","true","","0","6a44fbf07bd19ff6267da368-104","104",""
"no","6a44fbe47bd19ff6267d92e2","36","","","","","Fude V6","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","4","$","4","0","4","6","7","$","$","","","","","0","8","$","","","","","","10","0","0","14","true","","0","6a44fbe47bd19ff6267d92e2-105","105",""
"no","6a44fbe57bd19ff6267d9494","135","","","","","Fude g900 wireless","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","26","$","26","0","26","30","35","$","$","","","","","0","26","$","","","","","","10","0","0","35","true","","0","6a44fbe57bd19ff6267d9494-106","106",""
"no","6a44fbe47bd19ff6267d92fa","47","","","","","Fude i361","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","4","$","4","0","4","6","7","$","$","","","","","0","8","$","","","","","","10","0","0","14","true","","0","6a44fbe47bd19ff6267d92fa-107","107",""
"no","6a44fbe47bd19ff6267d9314","77","","","","","Fude i720","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","7","","7","no","7 دانە","1","7","true","8","$","8","0","8","12","17","$","$","","","","","0","56","$","","","","","","10","0","0","119","true","","0","6a44fbe47bd19ff6267d9314-108","108",""
"no","6a44fbe37bd19ff6267d921a","44","","","","","Fude i930","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","7","$","7","0","7","9","12","$","$","","","","","0","7","$","","","","","","10","0","0","12","true","","0","6a44fbe37bd19ff6267d921a-109","109",""
"no","6a44fbf17bd19ff6267da57e","864","","","","","GAMEON 27 FHD 180HZ 0.5MS IPS","","","","","MONITOR","6a44fbe47bd19ff6267d943d","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","139","$","139","0","139","155","165","$","$","","","","","0","139","$","","","","","","10","0","0","165","true","","0","6a44fbf17bd19ff6267da57e-110","110",""
"no","6a44fbf67bd19ff6267daccf","1164","","","","","Galax ACE","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","5","","5","no","5 دانە","1","5","true","30","$","30","0","30","40","50","$","$","","","","","0","150","$","","","","","","10","0","0","250","true","","0","6a44fbf67bd19ff6267daccf-111","111",""
"no","6a44fbf67bd19ff6267dac27","1165","","","","","Galax Slider-03","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","25","","25","no","25 دانە","1","25","true","10","$","10","0","10","12","17","$","$","","","","","0","250","$","","","","","","10","0","0","425","true","","0","6a44fbf67bd19ff6267dac27-112","112",""
"no","6a44fbf67bd19ff6267dad11","1166","","","","","Galax Sonar-04","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","25","","25","no","25 دانە","1","25","true","10","$","10","0","10","15","20","$","$","","","","","0","250","$","","","","","","10","0","0","500","true","","0","6a44fbf67bd19ff6267dad11-113","113",""
"no","6a44fbf67bd19ff6267dac51","1160","","","","","Galax rtx 5050 8gb","","","","","GPU","6a44d0727bd19ff6267d6985","","سەرەکی","6a44cc677bd19ff6267d63f4","22","","22","no","22 دانە","1","22","true","261.74","$","261.74","0","261.74","290","310","$","$","","","","","0","5758.280000000001","$","","","","","","10","0","0","6820","true","","0","6a44fbf67bd19ff6267dac51-114","114",""
"no","6a44fbf67bd19ff6267dad0b","1161","","","","","Galax rtx 5060 8gb","","","","","GPU","6a44d0727bd19ff6267d6985","","سەرەکی","6a44cc677bd19ff6267d63f4","20","","20","no","20 دانە","1","20","true","341.1","$","341.1","0","341.1","385","400","$","$","","","","","0","6822","$","","","","","","10","0","0","8000","true","","0","6a44fbf67bd19ff6267dad0b-115","115",""
"no","6a44fbf67bd19ff6267dac75","1162","","","","","Galax rtx 5060ti 16gb","","","","","GPU","6a44d0727bd19ff6267d6985","","سەرەکی","6a44cc677bd19ff6267d63f4","9","","9","no","9 دانە","1","9","true","530","$","530","0","530","580","600","$","$","","","","","0","4770","$","","","","","","10","0","0","5400","true","","0","6a44fbf67bd19ff6267dac75-116","116",""
"no","6a44fbf47bd19ff6267da91a","1013","","","","","Galax rtx 5060ti 8gb","","","","","GPU","6a44d0727bd19ff6267d6985","","سەرەکی","6a44cc677bd19ff6267d63f4","8","","8","no","8 دانە","1","8","true","420","$","420","0","420","500","550","$","$","","","","","0","3360","$","","","","","","10","0","0","4400","true","","0","6a44fbf47bd19ff6267da91a-117","117",""
"no","6a44fbf67bd19ff6267dacb7","1163","","","","","Galax rtx 5070 12gb","","","","","GPU","6a44d0727bd19ff6267d6985","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","590","$","590","0","590","650","700","$","$","","","","","0","1770","$","","","","","","10","0","0","2100","true","","0","6a44fbf67bd19ff6267dacb7-118","118",""
"no","6a44fbe67bd19ff6267d9678","264","","","","","Gamdias Kratos E1 600w bronze","","","","","PSU","6a44fbe67bd19ff6267d9675","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","39","$","39","0","39","50","60","$","$","","","","","0","117","$","","","","","","10","0","0","180","true","","0","6a44fbe67bd19ff6267d9678-119","119",""
"no","6a44fbe57bd19ff6267d9586","198","","","","","Gameon 27 240hz 1ms va","","","","","MONITOR","6a44fbe47bd19ff6267d943d","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","192","$","192","0","192","200","220","$","$","","","","","0","192","$","","","","","","10","0","0","220","true","","0","6a44fbe57bd19ff6267d9586-120","120",""
"no","6a44fbf57bd19ff6267dab85","1150","","","","","Gigbyte B850M Force wifi 6","","","","","MOTHERBOARD","6a44fbe67bd19ff6267d96a3","","سەرەکی","6a44cc677bd19ff6267d63f4","8","","8","no","8 دانە","1","8","true","126","$","126","0","126","165","185","$","$","","","","","0","1008","$","","","","","","10","0","0","1480","true","","0","6a44fbf57bd19ff6267dab85-121","121",""
